"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"205",0.0406,0.07101,0.05662,0.07593,0.05086,0.03914,0.06182,0.06332,0.04232,0.04946,0.05236,0.04931
"206",0.00395,0.00485,0.02397,0.02312,-0.00803,0.00114,0.0059,0.0318,-0.00737,0.01171,0.02151,0.01896
"207",0.04053,0.04558,0.0399,0.04337,0.03265,0.04475,0.0626,0.05127,0.0473,0.04602,0.05437,0.04402
"208",-0.00705,-0.00405,-0.00689,0.00411,-0.01326,0.01325,0.00635,0.01135,-0.02982,-0.00264,0.02093,0.01696
"209",0.03179,0.03411,0.0221,0.04796,0.01293,0.04381,0.03961,0.02257,0.0301,0.00718,0.00664,0.02952
"210",-0.03959,-0.03577,-0.01123,-0.02148,-0.04825,-0.02823,-0.02548,-0.01504,-0.05035,-0.03554,-0.00428,-0.01423
"211",0.04628,0.05938,0.05027,0.06328,0.04816,0.0534,0.04195,0.06356,0.04902,0.05756,0.05983,0.05838
"212",-0.01122,-0.01906,-0.02479,-0.03079,-0.02044,-0.01615,-0.02875,-0.03149,-0.00799,-0.02072,-0.036,-0.02406
"213",0.02682,0.05032,0.03915,0.04223,0.02028,0.03209,0.0526,0.04772,0.04494,0.0345,0.028,0.0501
"214",0.03962,0.0473,0.05189,0.04936,0.03835,0.04123,0.0426,0.03978,0.0356,0.04032,0.043,0.04249
"215",0.01799,0.03529,0.02027,0.02329,-0.00711,0.01315,0.02175,0.02089,0.02458,0.02604,0.01483,0.02993
"216",0.0258,0.03723,0.02938,0.03398,0.02533,0.02779,0.04464,0.02671,0.03196,0.0325,0.02266,0.02926
"217",-0.03598,-0.03584,-0.05237,-0.02978,-0.03015,-0.0513,-0.0468,-0.02817,-0.02491,-0.04124,-0.04499,-0.03476
"218",0.0585,0.04702,0.04554,0.04613,0.03909,0.04887,0.05718,0.0458,0.05144,0.05779,0.05024,0.05343
"219",0.00667,0.00878,0.00214,0.01413,0.000970000000000001,0.00736,-0.00686,0.00367,-0.000550000000000001,-0.00719,0.0122,0.00303
"220",0.00208,0.00687,-0.00554,-0.00849,0.01828,0.00813,-0.0126,-0.0067,-0.00322,0.01567,0.01113,0.00416
"221",0.01268,0.02315,0.03158,0.02852,0.00373,-0.00583,0.01414,0.0257,0.00271,0.01271,0.02222,0.02125
"222",0.03529,0.03452,0.04237,0.01733,0.02643,0.03589,0.03922,0.02844,0.04083,0.01655,0.02166,0.02426
"223",-0.03957,-0.01872,-0.03638,-0.0409,-0.02784,-0.03882,-0.05048,-0.02975,-0.02951,-0.04617,-0.0347,-0.03753
"224",0.0569,0.05552,0.03938,0.04182,0.04401,0.04339,0.0315,0.04193,0.04838,0.04535,0.0429,0.04498
"225",-0.05498,-0.03794,-0.04497,-0.02579,-0.04131,-0.06344,-0.06307,-0.02738,-0.05509,-0.02223,-0.03638,-0.03574
"226",0.00696,0.00158,0.0095,0.03678,-0.000149999999999999,-0.000679999999999999,0.01659,0.0292,-0.00676,-0.01385,0.04748,0.0403
"227",0.01115,0.02672,0.0158,0.03418,0.03114,0.02855,0.00776,0.02132,0.01754,0.02819,0.01105,0.0331
"228",0.00393,-0.00593,-0.01507,-8e-04,-0.01281,-0.0063,-0.01314,-0.01008,-0.01037,-0.02096,0.00576,0.00703
"229",0.00587,-0.00787,-0.03253,-0.03769,-0.00367,-0.04597,-0.04311,-0.0407,-0.01476,-0.05544,-0.02262,-0.03248
"230",0.0616,0.08027,0.0636,0.05565,0.06387,0.06968,0.08617,0.06331,0.06906,0.08305,0.04717,0.05448
"231",-0.02915,-0.01534,-0.01686,-0.00839,-0.04248,-0.03627,-0.01098,-0.00453,-0.03754,-0.02522,-0.02705,-0.01295
"232",0.00977,0.00431,0.00769,-0.01124,0.04236,0.01511,0.0075,-0.00754,0.02685,0.01397,0.01822,-0.00117
"233",0.01326,-0.00429,-0.0045,0.0203,-0.00217,-0.00251,-0.01484,0.00718,0.00547,-0.00955,0.01479,0.00944
"234",-0.03875,-0.04574,-0.02671,-0.02326,-0.06236,-0.01948,-0.02492,-0.0155,-0.02996,-0.03868,-0.02165,-0.02866
"235",-0.01986,-0.02202,-0.00362,0.00768,-0.01089,-0.02861,-0.02893,-0.01219,-0.02376,-0.01216,0.01781,-0.000590000000000001
"236",-0.04803,-0.04676,-0.05602,-0.0551,-0.03499,-0.04524,-0.04959,-0.06131,-0.03309,-0.03394,-0.05647,-0.05356
"237",-0.08725,-0.08878,-0.03937,-0.0378,-0.06845,-0.08071,-0.05741,-0.07325,-0.04524,-0.06035,-0.03386,-0.04956
"238",0.07193,0.02975,0.0786,0.06923,0.10641,0.06454,0.07384,0.07304,0.06969,0.03768,0.0847,0.06636
"239",-0.0069,0.02361,-0.00928,0.01305,-0.00344,0.01477,0.00593,0.01989,0.01144,0.0136,-0.01259,0.00434
"240",-0.03983,-0.04997,-0.02039,-0.02297,-0.01781,-0.02909,-0.03327,-0.04024,-0.01644,-0.03157,-0.01947,-0.03074
"241",-0.04199,-0.06673,-0.07579,-0.07324,-0.04441,-0.06561,-0.07026,-0.07446,-0.04029,-0.03164,-0.0414,-0.05315
"242",0.07138,0.00827,0.01204,0.01803,0.04706,0.01613,0.03108,0.04544,0.05337,0.01516,0.01685,0.02637
"243",0.08393,0.09117,0.09786,0.07264,0.08273,0.08172,0.08392,0.08567,0.07229,0.08329,0.06897,0.07863
"244",0.04446,0.03518,0.02214,0.01343,0.05436,0.05472,0.01937,0.01633,0.09396,0.03975,0.01695,0.00963
"245",0.00907,0.01064,-0.00336,0.0145,0.01595,0.01658,-0.0027,0.000839999999999999,0.01248,0.0027,0.01322,0.00565
"246",0.01693,0.01725,-0.00492,0.0078,0.02949,-0.01599,-0.00197,0.00435,0.01486,0.02097,0.03223,0.00229
"247",0.06141,0.05512,0.0545,0.04253,0.06506,0.0551,0.03642,0.05579,0.08583,0.05427,0.01759,0.03923
"248",-0.01473,-0.01375,0.00909,0.01784,0.00192,0.000200000000000001,-0.00471,0.00412,-0.03086,0.00434,0.00285,-0.0079
"249",0.01205,0.01163,0.00272,0.00281,0.01836,-0.00693,-0.01491,-0.00303,0.00567,0.00254,0.00026,0.00195
"250",-0.02808,-0.03197,-0.01545,-0.04496,-0.01761,-0.02286,-0.02755,-0.03446,-0.03725,-0.03667,-0.02115,-0.03383
"251",0.04291,0.08132,0.0747,0.05959,0.02613,0.089,0.07434,0.06593,0.05921,0.06145,0.03458,0.05797
"252",0.01769,-0.00189,0.00772,0.01263,0.01047,0.00368,0.01037,0.01479,-0.00586,0.00849,0.0289,0.01891
"253",0.02588,0.02109,0.03456,0.03313,0.02809,0.01177,0.02107,0.03106,0.03375,0.02219,0.01689,0.0277
